Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Clearance Code desc
B17-05555,2/14/2017,22:33:15,February,Tuesday,NOISE,108 W 6TH ST; LOFT AT 106; KING DOUGH,LB101,BPD,NO REPORT
B17-05578,2/15/2017,2:19:57,February,Wednesday,DISTURBANCE IP,425 E KIRKWOOD AVE,LB102,BPD,NO REPORT
B17-05580,2/15/2017,2:24:39,February,Wednesday,DISTURBANCE IP,2300 N WALNUT ST; MCDONALDS NORTH,LB209,BPD,NO REPORT
B17-05584,2/15/2017,2:05:49,February,Wednesday,NOISE,504 S MULLER PKWY,LB404,BPD,NO REPORT
B17-05598,2/15/2017,9:15:42,February,Wednesday,DRUNK,510 S COLLEGE MALL RD; CVS PHARMACY COLLEGE MALL ROAD,LB305,BPD,NO REPORT
B17-05601,2/15/2017,9:46:16,February,Wednesday,VANDALISM NP,405 E 17TH ST; APT I8,LB212,BPD,REPORT NEEDED
B17-05606,2/15/2017,10:27:57,February,Wednesday,DRUNK,S ROGERS ST & W 2ND ST,LB409,BPD,NO REPORT
B17-05613,2/15/2017,11:59:24,February,Wednesday,PANHANDLING,415 E KIRKWOOD AVE; TRACKS,LB102,BPD,NO REPORT
B17-05616,2/15/2017,12:33:26,February,Wednesday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,REPORT NEEDED
B17-05632,2/15/2017,13:44:28,February,Wednesday,VANDALISM NP,1208 W COTTAGE GROVE AVE,LB517,BPD,REPORT NEEDED
B17-05642,2/15/2017,16:24:19,February,Wednesday,DISTURBANCE IP,S HENDERSON ST & E HILLSIDE DR,LB314,BPD,NO REPORT
B17-05661,2/15/2017,18:49:01,February,Wednesday,DRUNK,2636 E 3RD ST; JIMMY JOHNS GOURMET SANDWICHES EAST,LB304,BPD,NO REPORT
B17-05665,2/15/2017,19:08:18,February,Wednesday,VANDALISM NP,3901 N KINSER PIKE,LB503,BPD,REPORT NEEDED
B17-05673,2/15/2017,19:59:36,February,Wednesday,DISTURBANCE IP,N GRANT ST & E 10TH ST,LB213,BPD,NO REPORT
B17-05677,2/15/2017,20:33:22,February,Wednesday,DISTURBANCE IP,810 W 11TH ST; APT 3,LB518,BPD,NO REPORT
B17-05678,2/15/2017,20:35:32,February,Wednesday,DISTURBANCE IP,321 W 16TH ST; #4 VERDUN APARTMENTS,LB519,BPD,NO REPORT
B17-05700,2/15/2017,23:41:49,February,Wednesday,NOISE,2500 S ROCKPORT RD; APT 402,LB424,BPD,NO REPORT
B17-05701,2/16/2017,0:15:02,February,Thursday,NOISE,1150 S CLARIZZ BLVD; BUILDING T APT 179,LB310,BPD,NO REPORT
B17-05706,2/16/2017,1:15:48,February,Thursday,NOISE,409 E 16TH ST,LB213,BPD,NO REPORT
B17-05717,2/16/2017,3:20:45,February,Thursday,NOISE,2500 S ROCKPORT RD; APT 502,LB424,BPD,NO REPORT
B17-05753,2/16/2017,13:12:34,February,Thursday,VANDALISM NP,405 E 17TH ST; APT I7,LB212,BPD,REPORT NEEDED
B17-05818,2/16/2017,21:04:13,February,Thursday,DISTURBANCE IP,4011 S MONROE MEDICAL PARK BLVD; MONROE HOSPITAL,LMS21,BPD,NO REPORT
B17-05820,2/16/2017,21:17:54,February,Thursday,NOISE,702 E MOODY DR,LB316,BPD,NO REPORT
B17-05829,2/16/2017,22:51:43,February,Thursday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 4,LB513,BPD,NO REPORT
B17-05834,2/16/2017,23:08:24,February,Thursday,NOISE,704 E MOODY DR,LB316,BPD,NO REPORT
B17-05838,2/16/2017,23:35:59,February,Thursday,NOISE,N WASHINGTON ST & E 8TH ST,LB102,BPD,NO REPORT
B17-05845,2/17/2017,0:35:06,February,Friday,NOISE,409 E 16TH ST,LB213,BPD,NO REPORT
B17-05850,2/17/2017,1:33:52,February,Friday,NOISE,913 N COLLEGE AVE,LB519,BPD,NO REPORT
B17-05855,2/17/2017,2:27:18,February,Friday,DRUNK,519 E 10TH ST; YOGIS GRILL AND BAR,LB214,BPD,NO REPORT
B17-05857,2/17/2017,2:13:29,February,Friday,NOISE,321 E 14TH ST; BLDG H,LB213,BPD,NO REPORT
B17-05864,2/17/2017,3:08:15,February,Friday,DRUNK,245 N COLLEGE AVE; HILTON GARDENS INN BLOOMINGTON,LB101,BPD,NO REPORT
B17-05871,2/17/2017,7:35:46,February,Friday,PANHANDLING,123 S FRANKLIN RD; MED EXPRESS,LB523,BPD,NO REPORT
B17-05873,2/17/2017,8:17:07,February,Friday,VANDALISM NP,102 E KIRKWOOD AVE; THE UPTOWN CAFE,LB104,BPD,REPORT NEEDED
B17-05876,2/17/2017,8:37:30,February,Friday,DISTURBANCE IP,1111 N WALNUT ST; BLOOMINGTON CENTER FOR GLOBAL CHILDREN,LB519,BPD,NO REPORT
B17-05883,2/17/2017,10:31:02,February,Friday,DISTURBANCE IP,612 S STATE ROAD 446; APT 18A,LB307,BPD,NO REPORT
B17-05904,2/17/2017,12:52:22,February,Friday,DRUNK,101 W KIRKWOOD AVE; FOUNTAIN SQUARE MALL,LB103,BPD,NO REPORT
B17-05912,2/17/2017,13:32:32,February,Friday,PANHANDLING,3175 W 3RD ST; KMART WEST,LB403,BPD,NO REPORT
B17-05914,2/17/2017,14:02:45,February,Friday,DISTURBANCE IP,1204 W COTTAGE GROVE AVE,LB517,BPD,NO REPORT
B17-05921,2/17/2017,14:52:19,February,Friday,NOISE,N WASHINGTON ST & E 7TH ST,LB102,BPD,NO REPORT
B17-05922,2/17/2017,15:01:03,February,Friday,NOISE,125 E 10TH ST,LB213,BPD,NO REPORT
B17-05925,2/17/2017,15:30:25,February,Friday,DRUNK,500 S MULLER PKWY; VILLAGE AT MULLER PARK,LB404,BPD,NO REPORT
B17-05928,2/17/2017,15:40:43,February,Friday,VANDALISM NP,3052 E AMY LN,LB221,BPD,REPORT NEEDED
B17-05940,2/17/2017,16:47:48,February,Friday,DISTURBANCE IP,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT
B17-05942,2/17/2017,16:40:49,February,Friday,NOISE,200 N WASHINGTON ST,LB102,BPD,NO REPORT
B17-05945,2/17/2017,16:52:26,February,Friday,NOISE,E SMITH AVE & S GRANT ST,LB104,BPD,NO REPORT
B17-05955,2/17/2017,17:56:44,February,Friday,NOISE,315 E 16TH ST,LB213,BPD,NO REPORT
B17-05960,2/17/2017,18:44:08,February,Friday,DISTURBANCE IP,S PARK AVE & E 2ND ST,LB302,BPD,NO REPORT
B17-05982,2/17/2017,20:35:06,February,Friday,NOISE,1106 S FESS AVE,LB313,BPD,NO REPORT
B17-05995,2/17/2017,22:36:36,February,Friday,DISTURBANCE IP,205 E KIRKWOOD AVE; FIRST CHRISTIAN CHURCH,LB102,BPD,NO REPORT
B17-06003,2/17/2017,22:31:27,February,Friday,NOISE,300 E STATE ROAD 45 46 BYPASS;  VARSITY COURT; APT 30,LB212,BPD,NO REPORT
B17-06005,2/17/2017,22:44:06,February,Friday,NOISE,304 E 20TH ST,LB212,BPD,NO REPORT
B17-06011,2/17/2017,22:23:20,February,Friday,NOISE,104 E KIRKWOOD AVE; APT 204,LB104,BPD,NO REPORT
B17-06016,2/17/2017,23:15:11,February,Friday,NOISE,509 S HIGHLAND AVE,LB303,BPD,NO REPORT
B17-06019,2/17/2017,23:21:01,February,Friday,NOISE,104 E KIRKWOOD AVE; APT 206,LB104,BPD,NO REPORT
B17-06021,2/17/2017,23:29:09,February,Friday,NOISE,815 N WASHINGTON ST,LB213,BPD,NO REPORT
B17-06023,2/17/2017,23:39:39,February,Friday,VANDALISM NP,3068 E 3RD ST; MACYS,LB305,BPD,REPORT NEEDED
B17-06029,2/18/2017,0:05:03,February,Saturday,NOISE,913 N COLLEGE AVE,LB519,BPD,NO REPORT
B17-06030,2/18/2017,0:03:23,February,Saturday,DRUNK,216 E 17TH ST,LB213,BPD,NO REPORT
B17-06031,2/17/2017,23:55:13,February,Friday,NOISE,310 E 20TH ST; APT 1 STADIUM VIEW II APARTMENTS,LB212,BPD,NO REPORT
B17-06032,2/18/2017,0:12:27,February,Saturday,NOISE,401 E 2ND ST,LB104,BPD,NO REPORT
B17-06035,2/18/2017,0:38:14,February,Saturday,NOISE,312 W 14TH ST,LB519,BPD,NO REPORT
B17-06036,2/18/2017,0:24:18,February,Saturday,NOISE,1212 E ATWATER AVE,LB302,BPD,NO REPORT
B17-06038,2/18/2017,0:25:31,February,Saturday,NOISE,E 15TH ST & N DUNN ST,LB214,BPD,NO REPORT
B17-06039,2/18/2017,0:47:21,February,Saturday,DRUNK,S PATTERSON DR & S ADAMS ST,LB406,BPD,NO REPORT
B17-06045,2/18/2017,1:00:42,February,Saturday,NOISE,913 N COLLEGE AVE,LB519,BPD,NO REPORT
B17-06047,2/18/2017,1:07:12,February,Saturday,NOISE,S PARK AVE & E HUNTER AVE,LB302,BPD,NO REPORT
B17-06049,2/18/2017,1:37:44,February,Saturday,VANDALISM NP,N WALNUT ST & E 7TH ST,LB102,BPD,REPORT NEEDED
B17-06052,2/18/2017,2:16:11,February,Saturday,DRUNK,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,NO REPORT
B17-06053,2/18/2017,2:27:48,February,Saturday,NOISE,321 E 14TH ST; BLDG H10,LB213,BPD,NO REPORT
B17-06058,2/18/2017,4:00:41,February,Saturday,NOISE,S DUNN ST & E GRIMES LN,LB314,BPD,NO REPORT
B17-06095,2/18/2017,13:05:17,February,Saturday,NOISE,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT
B17-06105,2/18/2017,15:05:23,February,Saturday,NOISE,131 N LINCOLN ST,LB102,BPD,NO REPORT
B17-06109,2/18/2017,15:24:14,February,Saturday,NOISE,N OVERHILL DR & E 7TH ST,LB222,BPD,NO REPORT
B17-06115,2/18/2017,16:23:12,February,Saturday,NOISE,N OVERHILL DR & E DEKIST ST,LB222,BPD,NO REPORT
B17-06116,2/18/2017,16:44:07,February,Saturday,PANHANDLING,W 3RD ST & S LIBERTY DR,LB403,BPD,NO REPORT
B17-06117,2/18/2017,16:22:18,February,Saturday,NOISE,1333 N WASHINGTON ST,LB212,BPD,NO REPORT
B17-06119,2/18/2017,16:42:28,February,Saturday,NOISE,412 E 19TH ST,LB212,BPD,NO REPORT
B17-06120,2/18/2017,17:13:47,February,Saturday,VANDALISM NP,919 S ROGERS ST; FRIENDS PLACE,LB412,BPD,REPORT NEEDED
B17-06122,2/18/2017,17:20:16,February,Saturday,VANDALISM IP,532 S BASSWOOD DR; APT D,LB404,BPD,NO REPORT
B17-06123,2/18/2017,17:35:46,February,Saturday,DRUNK,N COLLEGE AVE & W 10TH ST,LB101,BPD,NO REPORT
B17-06125,2/18/2017,17:43:16,February,Saturday,VANDALISM NP,2400 E 8TH ST,LB222,BPD,REPORT NEEDED
B17-06129,2/18/2017,18:08:54,February,Saturday,DRUNK,521 N GRANT ST,LB102,BPD,NO REPORT
B17-06130,2/18/2017,17:54:27,February,Saturday,NOISE,N OVERHILL DR & E DEKIST ST,LB222,BPD,NO REPORT
B17-06133,2/18/2017,18:45:45,February,Saturday,NOISE,W 11TH ST & N COLLEGE AVE,LB519,BPD,NO REPORT
B17-06139,2/18/2017,19:36:22,February,Saturday,DRUNK,N DUNN ST & E 10TH ST,LB214,BPD,NO REPORT
B17-06141,2/18/2017,19:42:08,February,Saturday,DISTURBANCE IP,N WASHINGTON ST & E 7TH ST,LB102,BPD,NO REPORT
B17-06145,2/18/2017,20:27:23,February,Saturday,DISTURBANCE IP,N LINCOLN ST & E 7TH ST,LB102,BPD,NO REPORT
B17-06147,2/18/2017,20:22:27,February,Saturday,NOISE,400 N CLARK ST,LB222,BPD,NO REPORT
B17-06155,2/18/2017,21:48:14,February,Saturday,DISTURBANCE IP,423 E KIRKWOOD AVE; NICKS ENGLISH HUT,LB102,BPD,REPORT NEEDED
B17-06156,2/18/2017,21:55:55,February,Saturday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 186,LB513,BPD,REPORT NEEDED
B17-06162,2/18/2017,22:01:20,February,Saturday,NOISE,2900 W ALDER CT; APT C,LB415,BPD,NO REPORT
B17-06165,2/18/2017,22:32:01,February,Saturday,NOISE,601 E UNIVERSITY ST,LB302,BPD,NO REPORT
B17-06168,2/18/2017,23:13:53,February,Saturday,DISTURBANCE IP,S WOODLAWN AVE & E 3RD ST,LIU14,BPD,NO REPORT
B17-06174,2/18/2017,23:34:16,February,Saturday,NOISE,351 E VARSITY LN,LB212,BPD,NO REPORT
B17-06183,2/19/2017,0:38:51,February,Sunday,VANDALISM IP,335 S COLLEGE AVE,LB103,BPD,NO REPORT
B17-06185,2/19/2017,0:51:35,February,Sunday,DISTURBANCE IP,2468 S WINSLOW CT,LB326,BPD,NO REPORT
B17-06189,2/19/2017,1:04:39,February,Sunday,NOISE,431 N HILLSDALE DR,LB222,BPD,NO REPORT
B17-06197,2/19/2017,1:35:59,February,Sunday,NOISE,409 E 2ND ST,LB104,BPD,NO REPORT
B17-06201,2/19/2017,2:22:43,February,Sunday,NOISE,2440 S HENDERSON ST; CRAWFORD APARTMENTS; APT 208,LB327,BPD,NO REPORT
B17-06208,2/19/2017,2:59:13,February,Sunday,NOISE,320 S DUNN ST; APT 213,LB104,BPD,NO REPORT
B17-06210,2/19/2017,3:18:51,February,Sunday,DISTURBANCE IP,631 N COLLEGE AVE,LB519,BPD,NO REPORT
B17-06218,2/19/2017,4:21:00,February,Sunday,VANDALISM IP,N WALNUT ST & E 17TH ST,LB519,BPD,NO REPORT
B17-06219,2/19/2017,4:05:42,February,Sunday,NOISE,3841 E BARRINGTON DR;APT G,LB217,BPD,NO REPORT
B17-06230,2/19/2017,8:11:21,February,Sunday,DISTURBANCE IP,412 E 6TH ST; RUNCIBLE SPOON,LB102,BPD,NO REPORT
B17-06231,2/19/2017,8:03:10,February,Sunday,VANDALISM NP,2311 S ROCKPORT RD; APT B,LB423,BPD,REPORT NEEDED
B17-06247,2/19/2017,12:29:50,February,Sunday,DISTURBANCE IP,1226 W 11TH ST,LB517,BPD,REPORT NEEDED
B17-06254,2/19/2017,13:13:12,February,Sunday,DISTURBANCE IP,892 E MILLER DR,LB316,BPD,REPORT NEEDED
B17-06261,2/19/2017,14:07:00,February,Sunday,VANDALISM NP,1030 S SUGAR MAPLE CIR; 220 E 3RD ST,LB401,BPD,NO REPORT
B17-06277,2/19/2017,16:10:22,February,Sunday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,NO REPORT
B17-06289,2/19/2017,17:25:43,February,Sunday,NOISE,919 W GRAHAM DR; 919 1/2 W GRAHAM DR.,LB423,BPD,NO REPORT
B17-06291,2/19/2017,17:55:55,February,Sunday,DISTURBANCE IP,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT
B17-06308,2/19/2017,20:20:03,February,Sunday,DRUNK,S WALNUT STREET PIKE & E ALLENDALE DR,LB328,BPD,NO REPORT
B17-06309,2/19/2017,19:45:44,February,Sunday,VANDALISM NP,715 W DIXIE ST,LB412,BPD,NO REPORT
B17-06317,2/19/2017,22:40:32,February,Sunday,DRUNK,3585 W STATE ROAD 45; WAL MART SUPER CENTER,LMS27,BPD,NO REPORT
B17-06321,2/20/2017,0:53:11,February,Monday,NOISE,811 S GREENLEAF CT;APT A,LB415,BPD,NO REPORT
B17-06324,2/20/2017,4:15:44,February,Monday,VANDALISM NP,800 W 11TH ST,LB518,BPD,NO REPORT
B17-06337,2/20/2017,9:36:20,February,Monday,DRUNK,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B17-06372,2/20/2017,14:28:36,February,Monday,DRUNK,430 E KIRKWOOD AVE; DUNNKIRK SQUARE,LB104,BPD,NO REPORT
B17-06374,2/20/2017,14:18:27,February,Monday,VANDALISM NP,238 N SMITH RD; APT 18,LB219,BPD,REPORT NEEDED
B17-06391,2/20/2017,15:52:59,February,Monday,DRUNK,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT
B17-06406,2/20/2017,17:48:38,February,Monday,DRUNK,N GRANT ST & E 6TH ST,LB102,BPD,NO REPORT
B17-06414,2/20/2017,18:44:53,February,Monday,DISTURBANCE IP,100 E KIRKWOOD AVE; TROJAN HORSE,LB104,BPD,NO REPORT
B17-06437,2/20/2017,21:55:53,February,Monday,DISTURBANCE IP,301 S WALNUT ST; BT TERMINAL,LB104,BPD,NO REPORT
B17-06441,2/20/2017,22:12:42,February,Monday,DRUNK,502 S WASHINGTON ST,LB301,BPD,REPORT NEEDED
B17-06444,2/20/2017,21:51:16,February,Monday,NOISE,444 E 3RD ST,LB104,BPD,NO REPORT
B17-06454,2/20/2017,22:57:42,February,Monday,NOISE,1406 W ILLINOIS CT,LB517,BPD,NO REPORT
B17-06460,2/21/2017,0:30:42,February,Tuesday,NOISE,1150 S CLARIZZ BLVD; APT T279,LB310,BPD,NO REPORT
B17-06473,2/21/2017,5:52:29,February,Tuesday,NOISE,3146 S ACADIA CT,LB329,BPD,NO REPORT
B17-06489,2/21/2017,9:27:14,February,Tuesday,DRUNK,2440 S HENDERSON ST; APT 208 CRAWFORD APARTMENTS,LB327,BPD,NO REPORT
B17-06503,2/21/2017,12:37:43,February,Tuesday,DISTURBANCE IP,1416 W 13TH ST,LB517,BPD,NO REPORT
B17-06505,2/21/2017,12:09:36,February,Tuesday,VANDALISM NP,3901 N KINSER PIKE,LB503,BPD,REPORT NEEDED
B17-06521,2/21/2017,14:44:14,February,Tuesday,DISTURBANCE IP,220 E 3RD ST; POLICE DEPARTMENT HEADQUARTERS,LB104,BPD,NO REPORT
B17-06522,2/21/2017,14:41:36,February,Tuesday,DRUNK,307 N PETE ELLIS DR; CAMBRIDGE SQUARE APARTMENTS,LB221,BPD,NO REPORT
B17-06530,2/21/2017,15:23:59,February,Tuesday,VANDALISM NP,3929 W ROLL AVE,LB416,BPD,REPORT NEEDED
B17-06547,2/21/2017,18:13:47,February,Tuesday,DISTURBANCE IP,1722 N WALNUT ST; AMERICAS BEST VALUE INN,LB212,BPD,NO REPORT
B17-06561,2/21/2017,20:14:51,February,Tuesday,DISTURBANCE IP,S WASHINGTON ST & E DODDS ST,LB314,BPD,NO REPORT
B17-06579,2/22/2017,0:54:17,February,Wednesday,DRUNK,2110 N WALNUT ST; CIRCLE S NORTH WALNUT,LB212,BPD,NO REPORT
B17-06584,2/22/2017,2:49:06,February,Wednesday,NOISE,726 E UNIVERSITY ST,LB302,BPD,NO REPORT
B17-06620,2/22/2017,12:11:50,February,Wednesday,DISTURBANCE IP,624 S WALNUT ST; WHEELS,LB410,BPD,NO REPORT
B17-06624,2/22/2017,12:39:37,February,Wednesday,PANHANDLING,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT
B17-06633,2/22/2017,12:39:32,February,Wednesday,VANDALISM NP,406 E 11TH ST; PARKER MANAGEMENT,LB213,BPD,NO REPORT
B17-06653,2/22/2017,16:58:12,February,Wednesday,NOISE,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B17-06675,2/22/2017,20:04:43,February,Wednesday,NOISE,508 E COTTAGE GROVE AVE,LB214,BPD,NO REPORT
B17-06693,2/22/2017,23:05:30,February,Wednesday,NOISE,320 W 17TH ST,LB512,BPD,NO REPORT
B17-06707,2/23/2017,1:31:07,February,Thursday,NOISE,327 W 1ST ST; APT 18,LB409,BPD,NO REPORT
B17-06713,2/23/2017,2:49:53,February,Thursday,DISTURBANCE IP,220 E 3RD ST; POLICE DEPARTMENT HEADQUARTERS,LB104,BPD,NO REPORT
B17-06715,2/23/2017,3:16:15,February,Thursday,DISTURBANCE IP,3292 E BRAESIDE DR,LB221,BPD,REPORT NEEDED
B17-06736,2/23/2017,9:33:19,February,Thursday,VANDALISM NP,BLT 41 MARKER GRIMES BRIDGE,LB411,BPD,NO REPORT
B17-06770,2/23/2017,15:27:02,February,Thursday,NOISE,400 N CLARK ST,LB222,BPD,NO REPORT
B17-06774,2/23/2017,16:00:52,February,Thursday,DISTURBANCE IP,2618 E 3RD ST; NAIL WORLD AND SPA,LB304,BPD,NO REPORT
B17-06787,2/23/2017,17:35:18,February,Thursday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE LIBRARY,LB102,BPD,NO REPORT
B17-06791,2/23/2017,18:05:53,February,Thursday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT
B17-06795,2/23/2017,18:33:33,February,Thursday,NOISE,3404 E GRANDVIEW DR,LB220,BPD,NO REPORT
B17-06815,2/23/2017,21:11:29,February,Thursday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B17-06823,2/23/2017,21:59:36,February,Thursday,NOISE,524 N COLLEGE AVE; APT 307,LB101,BPD,NO REPORT
B17-06825,2/23/2017,22:21:48,February,Thursday,NOISE,444 E 3RD ST,LB104,BPD,NO REPORT
B17-06831,2/23/2017,22:50:38,February,Thursday,NOISE,1442 N KINSER PIKE; E6,LB512,BPD,NO REPORT
B17-06834,2/23/2017,23:46:13,February,Thursday,NOISE,1600 N WILLIS DR; LOT 224,LB513,BPD,NO REPORT
B17-06853,2/24/2017,6:24:56,February,Friday,DRUNK,736 S JORDAN AVE,LB303,BPD,NO REPORT
B17-06860,2/24/2017,8:23:31,February,Friday,VANDALISM NP,301 N WASHINGTON ST,LB102,BPD,REPORT NEEDED
B17-06879,2/24/2017,11:19:48,February,Friday,DISTURBANCE IP,3012 E AMY LN,LB221,BPD,REPORT NEEDED
B17-06898,2/24/2017,14:00:37,February,Friday,DRUNK,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT
B17-06908,2/24/2017,13:22:21,February,Friday,VANDALISM NP,3100 S WALNUT STREET PIKE; APT B150,LB336,BPD,REPORT NEEDED
B17-06920,2/24/2017,16:31:06,February,Friday,DISTURBANCE IP,1920 E 3RD ST; DR ODONNELL OFFICE,LB303,BPD,NO REPORT
B17-06936,2/24/2017,18:37:04,February,Friday,DISTURBANCE IP,BS EASTLAND PLAZA AT WOODCREST,LB304,BPD,NO REPORT
B17-06937,2/24/2017,18:27:30,February,Friday,NOISE,N LINCOLN ST & E 10TH ST,LB102,BPD,NO REPORT
B17-06941,2/24/2017,19:37:22,February,Friday,DISTURBANCE IP,1965 S WALNUT ST;BLOOMINGTON HIGH SCHOOL SOUTH,LB327,BPD,NO REPORT
B17-06946,2/24/2017,19:52:34,February,Friday,ALCOHOL RELATED,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-06949,2/24/2017,20:07:13,February,Friday,DISTURBANCE IP,264 N JACOB DR ; GREAT CLIPS,LB523,BPD,NO REPORT
B17-06953,2/24/2017,20:45:18,February,Friday,DISTURBANCE IP,108 E KIRKWOOD AVE; FARMBLOOMINGTON,LB104,BPD,NO REPORT
B17-06956,2/24/2017,21:12:45,February,Friday,VANDALISM IP,N LINCOLN ST & E 10TH ST,LB102,BPD,NO REPORT
B17-06957,2/24/2017,21:24:13,February,Friday,DRUNK,N GRANT ST & E 6TH ST,LB102,BPD,NO REPORT
B17-06962,2/24/2017,21:53:30,February,Friday,ALCOHOL RELATED,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,REPORT NEEDED
B17-06973,2/24/2017,23:06:46,February,Friday,DRUNK,3258 S WALNUT SPRINGS DR,LB336,BPD,NO REPORT
B17-06977,2/24/2017,23:31:35,February,Friday,DISTURBANCE IP,205 E KIRKWOOD AVE; FIRST CHRISTIAN CHURCH,LB102,BPD,NO REPORT
B17-06980,2/24/2017,23:59:15,February,Friday,NOISE,321 E 14TH ST; BLDG E8,LB213,BPD,NO REPORT
B17-06984,2/25/2017,0:27:35,February,Saturday,NOISE,517 E 2ND ST,LB104,BPD,NO REPORT
B17-06986,2/25/2017,1:07:22,February,Saturday,DISTURBANCE IP,2304 S BRANDON CT,LB326,BPD,NO REPORT
B17-06987,2/25/2017,0:56:42,February,Saturday,NOISE,521 E 2ND ST,LB104,BPD,NO REPORT
B17-06990,2/25/2017,1:24:59,February,Saturday,NOISE,521 S PARK AVE,LB302,BPD,NO REPORT
B17-06997,2/25/2017,2:43:08,February,Saturday,NOISE,521 E 2ND ST,LB104,BPD,NO REPORT
B17-06998,2/25/2017,2:56:34,February,Saturday,DRUNK,N WALNUT ST & E 17TH ST,LB519,BPD,NO REPORT
B17-06999,2/25/2017,3:08:05,February,Saturday,VANDALISM IP,300 N COLLEGE AVE,LB101,BPD,NO REPORT
B17-07000,2/25/2017,3:11:00,February,Saturday,DRUNK,503 W KIRKWOOD AVE; CIRCLE K KIRKWOOD AND ROGERS,LB408,BPD,REPORT NEEDED
B17-07001,2/25/2017,2:31:37,February,Saturday,NOISE,1150 S CLARIZZ BLVD; BLDG B205,LB310,BPD,NO REPORT
B17-07005,2/25/2017,4:36:26,February,Saturday,DRUNK,1000 N COLLEGE AVE; CVS PHARMACY NORTH,LB519,BPD,NO REPORT
B17-07014,2/25/2017,8:59:37,February,Saturday,DISTURBANCE IP,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT
B17-07022,2/25/2017,10:12:24,February,Saturday,DISTURBANCE IP,1321 W 12TH ST,LB517,BPD,NO REPORT
B17-07023,2/25/2017,10:20:28,February,Saturday,VANDALISM NP,2506 E 5TH ST,LB222,BPD,REPORT NEEDED
B17-07026,2/25/2017,11:02:41,February,Saturday,DISTURBANCE IP,1520 S MAXWELL ST,LB317,BPD,NO REPORT
B17-07043,2/25/2017,14:54:19,February,Saturday,DRUNK,111 N ROGERS ST; SALVATION ARMY,LB520,BPD,NO REPORT
B17-07054,2/25/2017,17:50:09,February,Saturday,NOISE,510 W HAYS CT,LB423,BPD,NO REPORT
B17-07059,2/25/2017,18:41:28,February,Saturday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT
B17-07062,2/25/2017,19:40:16,February,Saturday,DRUNK,S WALNUT ST & W 3RD ST,LB103,BPD,REPORT NEEDED
B17-07066,2/25/2017,20:04:50,February,Saturday,DISTURBANCE IP,3021 E 3RD ST; SPEEDWAY EAST,LB221,BPD,NO REPORT
B17-07068,2/25/2017,20:32:11,February,Saturday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B17-07110,2/25/2017,23:53:44,February,Saturday,NOISE,726 E UNIVERSITY ST,LB302,BPD,NO REPORT
B17-07116,2/26/2017,0:20:13,February,Sunday,NOISE,1311 W MILIEU DR; APT 28105,LB406,BPD,NO REPORT
B17-07127,2/26/2017,0:57:01,February,Sunday,NOISE,505 S MULLER PKWY,LB404,BPD,NO REPORT
B17-07130,2/26/2017,2:03:32,February,Sunday,NOISE,320 S DUNN ST; APT 213,LB104,BPD,NO REPORT
B17-07134,2/26/2017,2:39:02,February,Sunday,DRUNK,2701 E 3RD ST; CVS PHARMACY EAST 3RD ST,LB221,BPD,NO REPORT
B17-07139,2/26/2017,3:45:59,February,Sunday,DISTURBANCE IP,120 S KINGSTON DR,LB221,BPD,NO REPORT
B17-07140,2/26/2017,4:11:24,February,Sunday,DISTURBANCE IP,2350 S WINSLOW CT,LB326,BPD,REPORT NEEDED
B17-07141,2/26/2017,4:11:12,February,Sunday,DISTURBANCE IP,601 N COLLEGE AVE; APT 202,LB519,BPD,NO REPORT
B17-07142,2/26/2017,4:10:39,February,Sunday,NOISE,503 S MULLER PKWY; APT 302,LB404,BPD,NO REPORT
B17-07143,2/26/2017,4:07:26,February,Sunday,NOISE,3144 S ACADIA CT,LB329,BPD,NO REPORT
