Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Clearance Code desc
B16-51373,12/31/2016,14:46:16,December,Saturday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-51365,12/31/2016,12:09:24,December,Saturday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-51364,12/31/2016,11:53:06,December,Saturday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-51359,12/31/2016,11:27:34,December,Saturday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-51355,12/31/2016,10:44:28,December,Saturday,DRUNK,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,NO REPORT NEEDED
B16-51320,12/30/2016,20:47:20,December,Friday,DRUNK,919 S ROGERS ST; FRIENDS PLACE,LB412,BPD,NO REPORT NEEDED
B16-51292,12/30/2016,16:38:45,December,Friday,DRUNK,301 S WALNUT ST; BT BUS TERMINAL,LB104,BPD,NO REPORT NEEDED
B16-51277,12/30/2016,15:24:18,December,Friday,DRUNK,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,REPORT NEEDED
B16-51188,12/29/2016,17:51:13,December,Thursday,DRUNK,303 E KIRKWOOD AVE; MONROE CO LIBRARY,LB102,BPD,NO REPORT NEEDED
B16-51182,12/29/2016,17:06:10,December,Thursday,DRUNK,129 N WASHINGTON ST,LB102,BPD,NO REPORT NEEDED
B16-51145,12/29/2016,11:48:01,December,Thursday,DRUNK,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT NEEDED
B16-51108,12/28/2016,21:35:00,December,Wednesday,DRUNK,116 S INDIANA AVE; QDOBA,LB104,BPD,NO REPORT NEEDED
B16-51006,12/27/2016,23:02:00,December,Tuesday,DRUNK,S WASHINGTON ST & E 4TH ST,LB104,BPD,NO REPORT NEEDED
B16-50940,12/27/2016,11:51:30,December,Tuesday,DRUNK,305 N PETE ELLIS DR; CAMBRIDGE SQUARE APARTMENTS,LB221,BPD,NO REPORT NEEDED
B16-50752,12/24/2016,22:42:49,December,Saturday,DRUNK,111 S GRANT ST; TRINITY EPISCOPAL,LB104,BPD,NO REPORT NEEDED
B16-50743,12/24/2016,18:37:26,December,Saturday,DRUNK,3201 W 3RD ST; OUTBACK STEAKHOUSE,LB403,BPD,NO REPORT NEEDED
B16-50738,12/24/2016,17:49:30,December,Saturday,DRUNK,S ROGERS ST & W DIXIE ST,LB412,BPD,NO REPORT NEEDED
B16-50675,12/23/2016,23:11:09,December,Friday,DRUNK,301 S WALNUT ST,LB104,BPD,NO REPORT NEEDED
B16-50586,12/23/2016,3:29:14,December,Friday,DRUNK,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT NEEDED
B16-50582,12/23/2016,2:26:47,December,Friday,DRUNK,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,REPORT NEEDED
B16-50413,12/21/2016,16:11:55,December,Wednesday,DRUNK,303 E KIRKWOOD AVE; MONROE CO LIBRARY,LB102,BPD,NO REPORT NEEDED
B16-50240,12/19/2016,21:09:02,December,Monday,DRUNK,2301 E 2ND ST; BARTVILLA,LB304,BPD,NO REPORT NEEDED
B16-50138,12/18/2016,22:26:49,December,Sunday,DRUNK,1325 E SHORT ST,LB317,BPD,NO REPORT NEEDED
B16-50104,12/18/2016,16:07:25,December,Sunday,DRUNK,S MADISON ST & W KIRKWOOD AVE,LB101,BPD,NO REPORT NEEDED
B16-50031,12/17/2016,18:57:04,December,Saturday,DRUNK,301 S WALNUT ST; TRANSIT STAT,LB104,BPD,NO REPORT NEEDED
B16-49833,12/16/2016,3:57:03,December,Friday,DRUNK,216 N WALNUT ST; BLUE BIRD,LB102,BPD,NO REPORT NEEDED
B16-49797,12/15/2016,20:24:28,December,Thursday,DRUNK,303 E KIRKWOOD AVE; MONROE COUNTY LIBRARY,LB102,BPD,REPORT NEEDED
B16-49796,12/15/2016,20:03:11,December,Thursday,DRUNK,303 E KIRKWOOD AVE; MONROE COUNTY LIBRARY,LB102,BPD,NO REPORT NEEDED
B16-49579,12/14/2016,3:24:34,December,Wednesday,DRUNK,1919 S WALNUT ST; MCDONALDS SOUTH,LB315,BPD,NO REPORT NEEDED
B16-49575,12/14/2016,3:04:12,December,Wednesday,DRUNK,519 S VILLAGE CT,LB402,BPD,NO REPORT NEEDED
B16-49224,12/11/2016,0:26:51,December,Sunday,DRUNK,1610 W 3RD ST; PIZZA X WEST; pizza x,LB521,BPD,NO REPORT NEEDED
B16-49161,12/10/2016,16:22:59,December,Saturday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-49042,12/9/2016,17:33:49,December,Friday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-48996,12/9/2016,13:27:57,December,Friday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-48947,12/9/2016,4:38:45,December,Friday,DRUNK,S WALNUT ST & E WILSON ST,LB411,BPD,NO REPORT NEEDED
B16-48936,12/9/2016,2:33:22,December,Friday,DRUNK,N WALNUT ST & W 8TH ST,LB102,BPD,REPORT NEEDED
B16-48894,12/8/2016,18:41:26,December,Thursday,DRUNK,220 E 3RD ST; POLICE DEPARTMENT HEADQUARTERS,LB104,BPD,NO REPORT NEEDED
B16-48817,12/8/2016,2:43:17,December,Thursday,DRUNK,455 N COLLEGE AVE; APT 7033,LB101,BPD,REPORT NEEDED
B16-48582,12/6/2016,12:56:13,December,Tuesday,DRUNK,3750 W 3RD ST; BURGER KING WEST,LB524,BPD,NO REPORT NEEDED
B16-48365,12/4/2016,14:15:34,December,Sunday,DRUNK,417 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-48315,12/4/2016,2:34:07,December,Sunday,DRUNK,N WALNUT ST & E 9TH ST,,BPD,NO REPORT NEEDED
B16-48300,12/4/2016,1:07:14,December,Sunday,DRUNK,418 S GRANT ST,LB104,BPD,NO REPORT NEEDED
B16-48263,12/3/2016,19:57:46,December,Saturday,DRUNK,315 W KIRKWOOD AVE,LB103,BPD,NO REPORT NEEDED
B16-48259,12/3/2016,19:28:12,December,Saturday,DRUNK,350 S CURRY PIKE; MASTER CLEANING SERVICE,LB402,BPD,NO REPORT NEEDED
B16-48227,12/3/2016,14:28:38,December,Saturday,DRUNK,W 10TH ST & N ROGERS ST,LB519,BPD,NO REPORT NEEDED
B16-48174,12/3/2016,2:15:43,December,Saturday,DRUNK,310 W 12TH ST; APT 1305,LB519,BPD,NO REPORT NEEDED
B16-48132,12/2/2016,18:55:38,December,Friday,DRUNK,220 E 3RD ST; POLICE DEPARTMENT HEADQUARTERS,LB104,BPD,NO REPORT NEEDED
B16-48112,12/2/2016,17:32:22,December,Friday,DRUNK,300 E 4TH ST; BLOOMINGTON FIRE STATION 1 (HQ),LB104,BPD,NO REPORT NEEDED
B16-48055,12/2/2016,12:19:17,December,Friday,DRUNK,2980 E 3RD ST; RADIO SHACK COLLEGE MALL,LB305,BPD,REPORT NEEDED
B16-48037,12/2/2016,9:03:12,December,Friday,DRUNK,200 S WASHINGTON ST; FIFTH THIRD BANK DOWNTOWN,LB104,BPD,NO REPORT NEEDED
B16-48012,12/2/2016,1:34:19,December,Friday,DRUNK,310 W 12TH ST; apt 1305,LB519,BPD,NO REPORT NEEDED
B16-47839,11/30/2016,21:36:36,November,Wednesday,DRUNK,721 S COLLEGE MALL RD; LONGHORN STEAKHOUSE,LB305,BPD,NO REPORT NEEDED
B16-47805,11/30/2016,16:48:12,November,Wednesday,DRUNK,121 E KIRKWOOD AVE; CVS DOWNTOWN; CVS,LB102,BPD,NO REPORT NEEDED
B16-47787,11/30/2016,14:53:16,November,Wednesday,DRUNK,106 E 2ND ST; SAHARA MART WEST,LB301,BPD,NO REPORT NEEDED
B16-47686,11/29/2016,20:50:19,November,Tuesday,DRUNK,111 S GRANT ST; TRINITY EPISCOPAL,LB104,BPD,NO REPORT NEEDED
B16-47633,11/29/2016,14:22:57,November,Tuesday,DRUNK,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT NEEDED
B16-47423,11/27/2016,18:58:50,November,Sunday,DRUNK,314 E KIRKWOOD AVE; POURHOUSE CAFE; POUR HOUSE CAFE,LB104,BPD,NO REPORT NEEDED
B16-47422,11/27/2016,18:54:04,November,Sunday,DRUNK,214 W KIRKWOOD AVE; CRAZY HORSE FOOD AND DRINK EMPORIUM,LB101,BPD,NO REPORT NEEDED
B16-47382,11/27/2016,11:06:07,November,Sunday,DRUNK,303 E KIRKWOOD AVE ; MONROE CO PUBLIC LIBRARY,LB102,BPD,NO REPORT NEEDED
B16-47348,11/26/2016,22:56:56,November,Saturday,DRUNK,S CURRY PIKE & W ROLL AVE,LB416,BPD,NO REPORT NEEDED
B16-47332,11/26/2016,18:56:11,November,Saturday,DRUNK,1100 W 7TH ST,LB521,BPD,NO REPORT NEEDED
B16-47327,11/26/2016,18:18:38,November,Saturday,DRUNK,430 E KIRKWOOD AVE;Z & C SUSHI & TERIYAKI,LB104,BPD,NO REPORT NEEDED
B16-47283,11/26/2016,12:24:08,November,Saturday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,REPORT NEEDED
B16-47084,11/24/2016,1:16:17,November,Thursday,DRUNK,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT NEEDED
B16-47083,11/24/2016,1:09:54,November,Thursday,DRUNK,N WALNUT ST & E 7TH ST,LB102,BPD,REPORT NEEDED
B16-47040,11/23/2016,18:18:29,November,Wednesday,DRUNK,121 E KIRKWOOD AVE; CVS DOWNTOWN,LB102,BPD,NO REPORT NEEDED
B16-46860,11/22/2016,3:06:42,November,Tuesday,DRUNK,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT NEEDED
B16-46857,11/22/2016,1:30:20,November,Tuesday,DRUNK,212 N MORTON ST,LB101,BPD,NO REPORT NEEDED
B16-46786,11/21/2016,15:06:10,November,Monday,DRUNK,200 N WALNUT ST; SUBWAY DOWNTOWN,LB102,BPD,NO REPORT NEEDED
B16-46759,11/21/2016,11:23:52,November,Monday,DRUNK,109 E 6TH ST; STUDIO M,LB102,BPD,NO REPORT NEEDED
B16-46389,11/18/2016,2:06:21,November,Friday,DRUNK,319 N WALNUT ST; KILROYS SPORTS BAR,LB101,BPD,NO REPORT NEEDED
B16-46356,11/17/2016,21:21:43,November,Thursday,DRUNK,3921 W MAYBURY MALL,LB428,BPD,NO REPORT NEEDED
B16-46290,11/17/2016,13:19:06,November,Thursday,DRUNK,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT NEEDED
B16-46199,11/16/2016,19:33:26,November,Wednesday,DRUNK,919 S ROGERS ST; FRIENDS PLACE,LB412,BPD,NO REPORT NEEDED
B16-46185,11/16/2016,17:42:14,November,Wednesday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-45740,11/13/2016,14:01:09,November,Sunday,DRUNK,N INDIANA AVE & E 14TH ST,LB214,BPD,NO REPORT NEEDED
B16-45731,11/13/2016,12:39:32,November,Sunday,DRUNK,N WALNUT ST & E 6TH ST,LB101,BPD,NO REPORT NEEDED
B16-45705,11/13/2016,3:58:51,November,Sunday,DRUNK,S WASHINGTON ST & E 4TH ST,LB104,BPD,NO REPORT NEEDED
B16-45702,11/13/2016,2:53:17,November,Sunday,DRUNK,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,NO REPORT NEEDED
B16-45691,11/13/2016,1:57:52,November,Sunday,DRUNK,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-45684,11/13/2016,1:09:18,November,Sunday,DRUNK,320 N WASHINGTON ST,LB102,BPD,NO REPORT NEEDED
B16-45657,11/12/2016,22:22:20,November,Saturday,DRUNK,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT NEEDED
B16-45582,11/12/2016,13:43:34,November,Saturday,DRUNK,S WOODLAWN AVE & E ATWATER AVE,LIU14,BPD,NO REPORT NEEDED
B16-45543,11/12/2016,6:35:49,November,Saturday,DRUNK,N COLLEGE AVE & W 7TH ST,LB101,BPD,NO REPORT NEEDED
B16-45482,11/11/2016,19:28:55,November,Friday,DRUNK,340 S WALNUT ST,LB103,BPD,REPORT NEEDED
B16-45468,11/11/2016,17:54:20,November,Friday,DRUNK,301 S WALNUT ST; bt bus terminal,LB104,BPD,NO REPORT NEEDED
B16-45434,11/11/2016,14:10:29,November,Friday,DRUNK,2819 E 3RD ST; MCDONALDS EAST; FLR 1,LB221,BPD,NO REPORT NEEDED
B16-45178,11/9/2016,17:16:21,November,Wednesday,DRUNK,S WALNUT ST & E GRIMES LN,LB314,BPD,NO REPORT NEEDED
B16-45163,11/9/2016,15:48:43,November,Wednesday,DRUNK,S WALNUT ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-45076,11/8/2016,22:35:10,November,Tuesday,DRUNK,211 N WALNUT ST; BTOWN DINER ANNEX; BTOWN DINER; STE 1,LB101,BPD,NO REPORT NEEDED
B16-45014,11/8/2016,13:54:53,November,Tuesday,DRUNK,2440 S HENDERSON ST; APT 202,LB327,BPD,NO REPORT NEEDED
B16-45009,11/8/2016,13:34:13,November,Tuesday,DRUNK,120 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-44922,11/7/2016,22:31:41,November,Monday,DRUNK,2601 S WALNUT ST; MARATHON GAS STATION WINSLOW,LB328,BPD,NO REPORT NEEDED
B16-44711,11/6/2016,2:12:19,November,Sunday,DRUNK,750 S WALKER ST; LOT 63,LB409,BPD,REPORT NEEDED
B16-44614,11/5/2016,12:04:21,November,Saturday,DRUNK,200 E STATE ROAD 45 46 BYPASS; DAYS INN BLOOMINGTON,LB212,BPD,NO REPORT NEEDED
B16-44581,11/5/2016,1:08:40,November,Saturday,DRUNK,S WASHINGTON ST & E 1ST ST,LB301,BPD,NO REPORT NEEDED
B16-44544,11/4/2016,20:40:00,November,Friday,DRUNK,S WALNUT ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
B16-44446,11/4/2016,9:09:21,November,Friday,DRUNK,2770 S ADAMS ST; MONROE HOUSE,LB425,BPD,NO REPORT NEEDED
B16-44432,11/4/2016,2:06:41,November,Friday,DRUNK,1000 N COLLEGE AVE; CVS PHARMACY NORTH,LB519,BPD,NO REPORT NEEDED
B16-44396,11/3/2016,21:20:42,November,Thursday,DRUNK,2910 W 3RD ST; MCDONALDS WEST,LB523,BPD,NO REPORT NEEDED
B16-44272,11/3/2016,1:52:50,November,Thursday,DRUNK,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-43937,11/1/2016,1:00:20,November,Tuesday,DRUNK,301 S WALNUT ST,LB104,BPD,NO REPORT NEEDED
B16-43834,10/31/2016,14:57:29,October,Monday,DRUNK,N MORTON ST & W 10TH ST,LB519,BPD,NO REPORT NEEDED
B16-43669,10/30/2016,9:37:04,October,Sunday,DRUNK,3259 W 3RD ST; FIESTA HAIR SALON,LB403,BPD,NO REPORT NEEDED
B16-43613,10/30/2016,1:17:41,October,Sunday,DRUNK,207 S COLLEGE AVE; BACK DOOR BAR,LB103,BPD,NO REPORT NEEDED
B16-43610,10/30/2016,1:14:03,October,Sunday,DRUNK,1202 N LINCOLN ST; APT 3,LB213,BPD,NO REPORT NEEDED
B16-43593,10/30/2016,0:04:36,October,Sunday,DRUNK,205 S COLLEGE AVE,LB103,BPD,NO REPORT NEEDED
B16-43569,10/29/2016,22:33:37,October,Saturday,DRUNK,501 N COLLEGE AVE; SPRINGHILL SUITES,LB101,BPD,NO REPORT NEEDED
B16-43515,10/29/2016,15:47:08,October,Saturday,DRUNK,3106 E STRATUM WAY; APT 30,LB310,BPD,NO REPORT NEEDED
B16-43493,10/29/2016,14:14:42,October,Saturday,DRUNK,3380 S WALNUT ST; NATIONAL GUARD ARMORY,LB434,BPD,NO REPORT NEEDED
B16-43312,10/28/2016,13:37:46,October,Friday,DRUNK,309 E 3RD ST,LB104,BPD,NO REPORT NEEDED
B16-43274,10/28/2016,7:18:29,October,Friday,DRUNK,WIMBLETON & MONTCLAIR,LB318,BPD,NO REPORT NEEDED
B16-42904,10/25/2016,21:28:42,October,Tuesday,DRUNK,3175 W 3RD ST; KMART WEST,LB403,BPD,NO REPORT NEEDED
B16-42874,10/25/2016,17:34:22,October,Tuesday,DRUNK,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,REPORT NEEDED
B16-42523,10/23/2016,1:57:41,October,Sunday,DRUNK,N WALNUT ST & E 14TH ST,LB519,BPD,NO REPORT NEEDED
B16-42513,10/23/2016,0:53:14,October,Sunday,DRUNK,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-42485,10/22/2016,22:26:47,October,Saturday,DRUNK,105 W 4TH ST; 4TH STREET PARKING GARAGE,LB103,BPD,NO REPORT NEEDED
B16-42356,10/21/2016,22:22:44,October,Friday,DRUNK,S WALNUT ST & E 4TH ST,LB103,BPD,NO REPORT NEEDED
B16-42242,10/21/2016,2:15:09,October,Friday,DRUNK,804 N COLLEGE AVE; INARI INFORMATION SERVICES,LB519,BPD,NO REPORT NEEDED
B16-42118,10/20/2016,11:47:31,October,Thursday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,REPORT NEEDED
B16-42114,10/20/2016,10:13:42,October,Thursday,DRUNK,3702 W 3RD ST; TACO BELL WEST,LB524,BPD,NO REPORT NEEDED
B16-41766,10/18/2016,0:44:55,October,Tuesday,DRUNK,220 E 3RD ST; POLICE DEPARTMENT HEADQUARTERS,LB104,BPD,NO REPORT NEEDED
B16-41768,10/18/2016,0:44:49,October,Tuesday,DRUNK,408 E 6TH ST; BOXCAR BOOKS,LB102,BPD,NO REPORT NEEDED
B16-41742,10/17/2016,20:34:42,October,Monday,DRUNK,215 E SUNNY SLOPES DR,LB328,BPD,NO REPORT NEEDED
B16-41744,10/17/2016,20:32:31,October,Monday,DRUNK,1209 W 11TH ST,LB517,BPD,NO REPORT NEEDED
B16-41732,10/17/2016,19:34:48,October,Monday,DRUNK,1125 N LINCOLN ST,LB213,BPD,REPORT NEEDED
B16-41704,10/17/2016,15:57:16,October,Monday,DRUNK,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,REPORT NEEDED
B16-41611,10/16/2016,18:54:46,October,Sunday,DRUNK,114 S INDIANA AVE; STE A; BUFFALOUIES,LB104,BPD,REPORT NEEDED
B16-41527,10/16/2016,3:20:56,October,Sunday,DRUNK,430 N WASHINGTON ST; SHOWERS INN BED AND BREAKFAST,LB102,BPD,NO REPORT NEEDED
B16-41526,10/16/2016,3:13:34,October,Sunday,DRUNK,1890 S WALNUT ST; APT 2,LB421,BPD,NO REPORT NEEDED
B16-41472,10/15/2016,22:53:48,October,Saturday,DRUNK,420 W 13TH ST,LB518,BPD,NO REPORT NEEDED
B16-41416,10/15/2016,17:19:18,October,Saturday,DRUNK,N WALNUT ST & E 12TH ST,LB519,BPD,NO REPORT NEEDED
B16-41350,10/15/2016,10:28:34,October,Saturday,DRUNK,415 E 12TH ST,LB213,BPD,NO REPORT NEEDED
B16-41338,10/15/2016,7:50:55,October,Saturday,DRUNK,W 3RD ST & S ROGERS ST,LB103,BPD,NO REPORT NEEDED
B16-41327,10/15/2016,5:45:48,October,Saturday,DRUNK,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT NEEDED
B16-41326,10/15/2016,5:34:12,October,Saturday,DRUNK,502 E KIRKWOOD AVE; KILROYS KIRKWOOD,LB104,BPD,NO REPORT NEEDED
B16-41321,10/15/2016,3:40:08,October,Saturday,DRUNK,N GRANT ST & E 9TH ST,LB102,BPD,NO REPORT NEEDED
B16-41320,10/15/2016,3:34:00,October,Saturday,DRUNK,515 N GRANT ST; STONE CHURCH APARTMENTS,LB102,BPD,NO REPORT NEEDED
B16-41176,10/14/2016,3:07:19,October,Friday,DRUNK,E 3RD ST & S CLARK ST,LB222,BPD,NO REPORT NEEDED
B16-41158,10/14/2016,0:02:10,October,Friday,DRUNK,2101 S LIBERTY DR; STEAK N SHAKE SOUTHWEST,LB416,BPD,NO REPORT NEEDED
B16-41125,10/13/2016,20:45:40,October,Thursday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,REPORT NEEDED
B16-41116,10/13/2016,19:42:06,October,Thursday,DRUNK,422 E KIRKWOOD AVE; VINTAGE VOGUE,LB104,BPD,NO REPORT NEEDED
B16-40718,10/10/2016,22:39:45,October,Monday,DRUNK,2160 N WALNUT ST; DENNYS,LB212,BPD,NO REPORT NEEDED
B16-40487,10/9/2016,0:51:38,October,Sunday,DRUNK,N WALNUT ST & E 9TH ST,LB101,BPD,NO REPORT NEEDED
B16-40486,10/9/2016,0:48:18,October,Sunday,DRUNK,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-40484,10/9/2016,0:21:44,October,Sunday,DRUNK,S ROGERS ST & W KIRKWOOD AVE,LB520,BPD,NO REPORT NEEDED
B16-40436,10/8/2016,16:58:00,October,Saturday,DRUNK,2850 E 3RD ST; DICKS SPORTING GOODS,LB305,BPD,NO REPORT NEEDED
B16-40368,10/8/2016,4:40:55,October,Saturday,DRUNK,1000 N COLLEGE AVE; CVS PHARMACY NORTH,LB519,BPD,NO REPORT NEEDED
B16-40361,10/8/2016,3:42:02,October,Saturday,DRUNK,117 S FRANKLIN RD; HOLIDAY INN EXPRESS,LB523,BPD,NO REPORT NEEDED
B16-40307,10/7/2016,20:44:36,October,Friday,DRUNK,301 N PETE ELLIS DR; CAMBRIDGE SQUARE APARTMENTS; APT 308,LB221,BPD,NO REPORT NEEDED
B16-40283,10/7/2016,17:36:16,October,Friday,DRUNK,304 S WALNUT ST,LB103,BPD,NO REPORT NEEDED
B16-40168,10/7/2016,0:46:31,October,Friday,DRUNK,S WASHINGTON ST & E DIXIE ST,LB314,BPD,NO REPORT NEEDED
B16-40008,10/6/2016,1:17:31,October,Thursday,DRUNK,550 S WALNUT ST; RALLYS,LB410,BPD,NO REPORT NEEDED
B16-39890,10/5/2016,11:56:45,October,Wednesday,DRUNK,520 S WALNUT ST; US POST OFFICE DOWNTOWN,LB410,BPD,REPORT NEEDED
B16-39836,10/5/2016,1:23:58,October,Wednesday,DRUNK,1600 W BLOOMFIELD RD,LB414,BPD,NO REPORT NEEDED
B16-39817,10/4/2016,22:26:28,October,Tuesday,DRUNK,919 S ROGERS ST; FRIENDS PLACE,LB412,BPD,NO REPORT NEEDED
B16-39651,10/3/2016,21:34:37,October,Monday,DRUNK,301 S WALNUT ST,LB104,BPD,NO REPORT NEEDED
B16-39563,10/3/2016,12:18:43,October,Monday,DRUNK,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,REPORT NEEDED
B16-39519,10/3/2016,0:07:36,October,Monday,DRUNK,N DUNN ST & E 20TH ST,LB212,BPD,NO REPORT NEEDED
B16-39414,10/2/2016,4:15:41,October,Sunday,DRUNK,514 W DAVIS ST; APT A,LB412,BPD,NO REPORT NEEDED
B16-39413,10/2/2016,4:14:09,October,Sunday,DRUNK,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT NEEDED
B16-39400,10/2/2016,2:37:16,October,Sunday,DRUNK,420 E KIRKWOOD AVE; CHIPOTLE MEXICAN GRILL KIRKWOOD,LB104,BPD,NO REPORT NEEDED
B16-39388,10/2/2016,1:10:41,October,Sunday,DRUNK,116 N ROGERS ST,LB101,BPD,REPORT NEEDED
B16-39380,10/2/2016,0:33:12,October,Sunday,DRUNK,1300 N LINCOLN ST,LB212,BPD,REPORT NEEDED
B16-39371,10/1/2016,23:09:37,October,Saturday,DRUNK,101 N COLLEGE AVE; THE TAP,LB101,BPD,NO REPORT NEEDED
B16-39370,10/1/2016,22:58:42,October,Saturday,DRUNK,W 11TH ST & N COLLEGE AVE,LB519,BPD,REPORT NEEDED
B16-39364,10/1/2016,22:22:30,October,Saturday,DRUNK,S PATTERSON DR & W 3RD ST,LB406,BPD,NO REPORT NEEDED
B16-39337,10/1/2016,19:14:51,October,Saturday,DRUNK,N WASHINGTON ST & E 6TH ST,LB102,BPD,NO REPORT NEEDED
B16-39240,10/1/2016,2:11:20,October,Saturday,DRUNK,446 E VARSITY LN,LB212,BPD,NO REPORT NEEDED
B16-39224,10/1/2016,0:40:58,October,Saturday,DRUNK,S COLLEGE AVE & W 3RD ST,LB103,BPD,NO REPORT NEEDED
B16-51413,12/31/2016,23:10:54,December,Saturday,NOISE,1125 E HUNTER AVE,LB302,BPD,NO REPORT NEEDED
B16-51341,12/31/2016,1:16:58,December,Saturday,NOISE,717 W 3RD ST,LB409,BPD,NO REPORT NEEDED
B16-51226,12/30/2016,4:46:13,December,Friday,NOISE,703 W GOURLEY PIKE; APT 187,LB513,BPD,NO REPORT NEEDED
B16-51219,12/30/2016,1:57:18,December,Friday,NOISE,1225 S FENBROOK LN,LB309,BPD,NO REPORT NEEDED
B16-51132,12/29/2016,7:57:54,December,Thursday,NOISE,908 S WASHINGTON ST; ARIEL APARTMENTS; APT 6,LB314,BPD,NO REPORT NEEDED
B16-51117,12/28/2016,23:10:18,December,Wednesday,NOISE,1208 W 2ND ST,LB406,BPD,NO REPORT NEEDED
B16-51110,12/28/2016,21:37:37,December,Wednesday,NOISE,1600 N WILLIS DR; LOT 192,LB513,BPD,NO REPORT NEEDED
B16-51014,12/27/2016,23:42:55,December,Tuesday,NOISE,3100 S WALNUT STREET PIKE; B98,LB336,BPD,NO REPORT NEEDED
B16-51012,12/27/2016,23:39:58,December,Tuesday,NOISE,3335 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-51007,12/27/2016,23:05:39,December,Tuesday,NOISE,1360 N ARLINGTON PARK DR; APT 308,LB514,BPD,NO REPORT NEEDED
B16-50998,12/27/2016,21:50:23,December,Tuesday,NOISE,508 S BASSWOOD DR; APT C,LB404,BPD,NO REPORT NEEDED
B16-50986,12/27/2016,19:39:30,December,Tuesday,NOISE,2387 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-50985,12/27/2016,19:22:36,December,Tuesday,NOISE,1600 N WILLIS DR; LOT 192,LB513,BPD,NO REPORT NEEDED
B16-50856,12/26/2016,12:58:51,December,Monday,NOISE,612 S STATE ROAD 446,LB307,BPD,NO REPORT NEEDED
B16-50836,12/26/2016,4:13:59,December,Monday,NOISE,1360 N ARLINGTON PARK DR; APT 308 OR 301,LB514,BPD,NO REPORT NEEDED
B16-50760,12/25/2016,4:04:43,December,Sunday,NOISE,1360 N ARLINGTON PARK DR,LB514,BPD,NO REPORT NEEDED
B16-50756,12/24/2016,23:55:55,December,Saturday,NOISE,1360 N ARLINGTON PARK DR; APT 301 OR 308,LB514,BPD,NO REPORT NEEDED
B16-50680,12/24/2016,0:17:53,December,Saturday,NOISE,2413 S WINSLOW CT; BUILDING 14,LB326,BPD,NO REPORT NEEDED
B16-50585,12/23/2016,2:40:11,December,Friday,NOISE,3100 S WALNUT STREET PIKE; APT B103,LB336,BPD,NO REPORT NEEDED
B16-50578,12/23/2016,1:17:27,December,Friday,NOISE,305 N PETE ELLIS DR,LB221,BPD,NO REPORT NEEDED
B16-50473,12/22/2016,1:51:00,December,Thursday,NOISE,3335 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-50472,12/22/2016,1:39:54,December,Thursday,NOISE,1360 N ARLINGTON PARK DR; APT 308,LB514,BPD,NO REPORT NEEDED
